"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|DK2","11.07.2023 11:00 - 11.07.2023 12:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","11.07.2023 12:00 - 11.07.2023 13:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","11.07.2023 13:00 - 11.07.2023 14:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","11.07.2023 14:00 - 11.07.2023 15:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","11.07.2023 15:00 - 11.07.2023 16:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","11.07.2023 16:00 - 11.07.2023 17:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","11.07.2023 17:00 - 11.07.2023 18:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","11.07.2023 18:00 - 11.07.2023 19:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","11.07.2023 19:00 - 11.07.2023 20:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","11.07.2023 20:00 - 11.07.2023 21:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","11.07.2023 21:00 - 11.07.2023 22:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","11.07.2023 22:00 - 11.07.2023 23:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","11.07.2023 23:00 - 12.07.2023 00:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","12.07.2023 00:00 - 12.07.2023 01:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","12.07.2023 01:00 - 12.07.2023 02:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","12.07.2023 02:00 - 12.07.2023 03:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","12.07.2023 03:00 - 12.07.2023 04:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","12.07.2023 04:00 - 12.07.2023 05:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","12.07.2023 05:00 - 12.07.2023 06:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","12.07.2023 06:00 - 12.07.2023 07:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","12.07.2023 07:00 - 12.07.2023 08:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","12.07.2023 08:00 - 12.07.2023 09:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","12.07.2023 09:00 - 12.07.2023 10:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","12.07.2023 10:00 - 12.07.2023 11:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","12.07.2023 11:00 - 12.07.2023 12:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","12.07.2023 12:00 - 12.07.2023 13:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","12.07.2023 13:00 - 12.07.2023 14:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","12.07.2023 14:00 - 12.07.2023 15:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","12.07.2023 15:00 - 12.07.2023 16:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","12.07.2023 16:00 - 12.07.2023 17:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","12.07.2023 17:00 - 12.07.2023 18:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","12.07.2023 18:00 - 12.07.2023 19:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","12.07.2023 19:00 - 12.07.2023 20:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","12.07.2023 20:00 - 12.07.2023 21:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","12.07.2023 21:00 - 12.07.2023 22:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","12.07.2023 22:00 - 12.07.2023 23:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","12.07.2023 23:00 - 13.07.2023 00:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","13.07.2023 00:00 - 13.07.2023 01:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","13.07.2023 01:00 - 13.07.2023 02:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","13.07.2023 02:00 - 13.07.2023 03:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","13.07.2023 03:00 - 13.07.2023 04:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","13.07.2023 04:00 - 13.07.2023 05:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","13.07.2023 05:00 - 13.07.2023 06:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","13.07.2023 06:00 - 13.07.2023 07:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","13.07.2023 07:00 - 13.07.2023 08:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","13.07.2023 08:00 - 13.07.2023 09:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","13.07.2023 09:00 - 13.07.2023 10:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","13.07.2023 10:00 - 13.07.2023 11:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","13.07.2023 11:00 - 13.07.2023 12:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","13.07.2023 12:00 - 13.07.2023 13:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","13.07.2023 13:00 - 13.07.2023 14:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","13.07.2023 14:00 - 13.07.2023 15:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","13.07.2023 15:00 - 13.07.2023 16:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","13.07.2023 16:00 - 13.07.2023 17:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","13.07.2023 17:00 - 13.07.2023 18:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","13.07.2023 18:00 - 13.07.2023 19:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","13.07.2023 19:00 - 13.07.2023 20:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","13.07.2023 20:00 - 13.07.2023 21:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","13.07.2023 21:00 - 13.07.2023 22:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","13.07.2023 22:00 - 13.07.2023 23:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","13.07.2023 23:00 - 14.07.2023 00:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","14.07.2023 00:00 - 14.07.2023 01:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","14.07.2023 01:00 - 14.07.2023 02:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","14.07.2023 02:00 - 14.07.2023 03:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","14.07.2023 03:00 - 14.07.2023 04:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","14.07.2023 04:00 - 14.07.2023 05:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","14.07.2023 05:00 - 14.07.2023 06:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","14.07.2023 06:00 - 14.07.2023 07:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","14.07.2023 07:00 - 14.07.2023 08:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","14.07.2023 08:00 - 14.07.2023 09:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","14.07.2023 09:00 - 14.07.2023 10:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","14.07.2023 10:00 - 14.07.2023 11:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","14.07.2023 11:00 - 14.07.2023 12:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","14.07.2023 12:00 - 14.07.2023 13:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","14.07.2023 13:00 - 14.07.2023 14:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","14.07.2023 14:00 - 14.07.2023 15:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","14.07.2023 15:00 - 14.07.2023 16:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","14.07.2023 16:00 - 14.07.2023 17:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","14.07.2023 17:00 - 14.07.2023 18:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","14.07.2023 18:00 - 14.07.2023 19:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","14.07.2023 19:00 - 14.07.2023 20:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","14.07.2023 20:00 - 14.07.2023 21:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","14.07.2023 21:00 - 14.07.2023 22:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","14.07.2023 22:00 - 14.07.2023 23:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","14.07.2023 23:00 - 15.07.2023 00:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","15.07.2023 00:00 - 15.07.2023 01:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","15.07.2023 01:00 - 15.07.2023 02:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","15.07.2023 02:00 - 15.07.2023 03:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","15.07.2023 03:00 - 15.07.2023 04:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","15.07.2023 04:00 - 15.07.2023 05:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","15.07.2023 05:00 - 15.07.2023 06:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","15.07.2023 06:00 - 15.07.2023 07:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","15.07.2023 07:00 - 15.07.2023 08:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","15.07.2023 08:00 - 15.07.2023 09:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","15.07.2023 09:00 - 15.07.2023 10:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","15.07.2023 10:00 - 15.07.2023 11:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","15.07.2023 11:00 - 15.07.2023 12:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","15.07.2023 12:00 - 15.07.2023 13:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","15.07.2023 13:00 - 15.07.2023 14:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","15.07.2023 14:00 - 15.07.2023 15:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","15.07.2023 15:00 - 15.07.2023 16:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","15.07.2023 16:00 - 15.07.2023 17:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","15.07.2023 17:00 - 15.07.2023 18:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","15.07.2023 18:00 - 15.07.2023 19:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","15.07.2023 19:00 - 15.07.2023 20:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","15.07.2023 20:00 - 15.07.2023 21:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","15.07.2023 21:00 - 15.07.2023 22:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","15.07.2023 22:00 - 15.07.2023 23:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","15.07.2023 23:00 - 16.07.2023 00:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","16.07.2023 00:00 - 16.07.2023 01:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","16.07.2023 01:00 - 16.07.2023 02:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","16.07.2023 02:00 - 16.07.2023 03:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","16.07.2023 03:00 - 16.07.2023 04:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","16.07.2023 04:00 - 16.07.2023 05:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","16.07.2023 05:00 - 16.07.2023 06:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","16.07.2023 06:00 - 16.07.2023 07:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","16.07.2023 07:00 - 16.07.2023 08:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","16.07.2023 08:00 - 16.07.2023 09:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","16.07.2023 09:00 - 16.07.2023 10:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","16.07.2023 10:00 - 16.07.2023 11:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"BZN|DK2","16.07.2023 11:00 - 16.07.2023 12:00 (CET/CEST)","-","n/e","n/e","-","-","-","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
